"","Site","Cover","Year","AssSub","Gluc","Oxal","Glyc","AssTemp","LatN","LongE","Biome","MAT","MAP","MAT2","MAP2","MT3","MT2","MT1","Sand","Silt","Clay","Cper","Nper","Resp","SIR","pH","Hion","WHC","Moist","TotPLFA","SITE","COVER","YEAR","LogResp"
"680","LUQ","forest",2012,"Glycine","0","0",1,20,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,24,31.8,44.2,6.1,0.45,0.3,1.05,4.69,20.42,1.449,54.18,36.77,"LUQ","forest","2012",-1.20397280432594
"681","NWT","herb",2012,"Glycine","0","0",1,20,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,62,31.6,6.4,8.16,0.71,0.47,1.58,4.3,50.12,0.8758,31.63,89.42,"NWT","herb","2012",-0.755022584278033
"682","NWT","forest",2012,"Glycine","0","0",1,20,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,46.8,38,15.2,14.2,0.89,2.01,2.83,4.64,22.91,2.5897,65.44,280.35,"NWT","forest","2012",0.698134722070984
"705","AND","herb",2012,"Glucose","1","0",0,28,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,71.8,26.8,1.4,10.1,0.77,1.15,2.53,5.13,7.41,1.228,39.83,151.39,"AND","herb","2012",0.139761942375159
"706","AND","forest",2012,"Glucose","1","0",0,28,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,79.8,18.2,1.8,12.58,0.47,1.41,2.52,4.85,14.13,2.0903,53.08,211.13,"AND","forest","2012",0.343589704390077
"707","BNZ","herb",2012,"Glucose","1","0",0,28,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,NA,NA,NA,10.18,0.64,0.26,0.38,4.79,16.22,0.4744,28.3,18.31,"BNZ","herb","2012",-1.34707364796661
"708","BNZ","forest",2012,"Glucose","1","0",0,28,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,23.8,68.4,7.8,5.16,0.31,0.39,0.91,5.78,1.66,0.3967,19.92,23.42,"BNZ","forest","2012",-0.941608539858445
"709","CDR","herb",2012,"Glucose","1","0",0,28,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,93.8,5.6,0.6,0.88,0.08,0.72,0.84,5.73,1.86,0.2988,4.11,20.13,"CDR","herb","2012",-0.328504066972036
"710","CDR","forest",2012,"Glucose","1","0",0,28,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,91.4,5.8,2.8,1.9,0.14,0.43,0.56,4.5,31.62,0.2916,7.86,18.08,"CDR","forest","2012",-0.843970070294529
"711","CWT","herb",2012,"Glucose","1","0",0,28,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,71.2,25,3.8,2.58,0.2,1.49,2.99,5.39,4.07,0.91,26.88,112.15,"CWT","herb","2012",0.398776119957368
"712","CWT","forest",2012,"Glucose","1","0",0,28,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,63.8,26.4,9.8,7.61,0.37,1,2.53,4.49,32.36,0.775,24.36,77.67,"CWT","forest","2012",0
"713","HBR","herb",2012,"Glucose","1","0",0,28,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,79.4,16.8,3.8,5.19,0.36,0.81,2.22,4.09,81.28,0.975,32.39,153.25,"HBR","herb","2012",-0.210721031315653
"714","HBR","forest",2012,"Glucose","1","0",0,28,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,93.2,4,2.8,15.53,0.84,39.49,19.39,4.61,24.55,5.7022,76.62,491.08,"HBR","forest","2012",3.67604747529856
"715","HETF","herb",2012,"Glucose","1","0",0,28,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,95.4,0.8,3.8,10.4,0.7,0.65,1.74,5.48,3.31,1.3301,47.17,72.78,"HETF","herb","2012",-0.430782916092454
"716","HETF","forest",2012,"Glucose","1","0",0,28,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,73.4,23.8,2.8,15.02,1.12,1.77,2.71,3.85,141.25,2.9885,65.27,237.43,"HETF","forest","2012",0.570979546585738
"717","HFR","herb",2012,"Glucose","1","0",0,28,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,65.2,28.8,6,2.81,0.22,0.32,1.38,7.64,0.02,0.5311,16.83,38.63,"HFR","herb","2012",-1.13943428318836
"718","HFR","forest",2012,"Glucose","1","0",0,28,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,NA,NA,NA,20.83,1.04,34.61,25,4.41,38.9,4.3283,64.88,420.81,"HFR","forest","2012",3.54414265764725
"719","KBS","herb",2012,"Glucose","1","0",0,28,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,38.2,52,9.8,3.44,0.29,2.11,3.58,5.61,2.45,0.6803,20.23,110.82,"KBS","herb","2012",0.746687947487975
"720","KBS","forest",2012,"Glucose","1","0",0,28,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,59.2,33.6,7.2,2.87,0.19,0.86,1.56,5.45,3.55,0.4855,15.59,57.98,"KBS","forest","2012",-0.150822889734584
"721","KNZ","herb",2012,"Glucose","1","0",0,28,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,18.4,49.8,31.8,3.05,0.27,1.15,3.2,6.94,0.11,0.5525,8.31,42.06,"KNZ","herb","2012",0.139761942375159
"722","KNZ","forest",2012,"Glucose","1","0",0,28,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,64.2,23.2,12.6,10.46,0.82,1.45,3.39,7.91,0.01,0.8035,22.83,110.46,"KNZ","forest","2012",0.371563556432483
"723","LUQ","herb",2012,"Glucose","1","0",0,28,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,26.6,31.4,42,4.58,0.38,0.37,0.91,5.02,9.55,1.0972,48.9,54.56,"LUQ","herb","2012",-0.994252273343867
"724","LUQ","forest",2012,"Glucose","1","0",0,28,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,24,31.8,44.2,6.1,0.45,0.81,1.05,4.69,20.42,1.449,54.18,36.77,"LUQ","forest","2012",-0.210721031315653
"725","NWT","herb",2012,"Glucose","1","0",0,28,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,62,31.6,6.4,8.16,0.71,1.03,1.58,4.3,50.12,0.8758,31.63,89.42,"NWT","herb","2012",0.0295588022415444
"726","NWT","forest",2012,"Glucose","1","0",0,28,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,46.8,38,15.2,14.2,0.89,2.51,2.83,4.64,22.91,2.5897,65.44,280.35,"NWT","forest","2012",0.920282753143692
"727","AND","herb",2012,"Oxalic","0","1",0,28,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,71.8,26.8,1.4,10.1,0.77,0.82,2.53,5.13,7.41,1.228,39.83,151.39,"AND","herb","2012",-0.198450938723838
"728","AND","forest",2012,"Oxalic","0","1",0,28,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,79.8,18.2,1.8,12.58,0.47,1.5,2.52,4.85,14.13,2.0903,53.08,211.13,"AND","forest","2012",0.405465108108164
"729","BNZ","herb",2012,"Oxalic","0","1",0,28,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,NA,NA,NA,10.18,0.64,0.17,0.38,4.79,16.22,0.4744,28.3,18.31,"BNZ","herb","2012",-1.77195684193188
"730","BNZ","forest",2012,"Oxalic","0","1",0,28,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,23.8,68.4,7.8,5.16,0.31,0.17,0.91,5.78,1.66,0.3967,19.92,23.42,"BNZ","forest","2012",-1.77195684193188
"731","CDR","herb",2012,"Oxalic","0","1",0,28,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,93.8,5.6,0.6,0.88,0.08,0.28,0.84,5.73,1.86,0.2988,4.11,20.13,"CDR","herb","2012",-1.27296567581289
"732","CDR","forest",2012,"Oxalic","0","1",0,28,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,91.4,5.8,2.8,1.9,0.14,0.39,0.56,4.5,31.62,0.2916,7.86,18.08,"CDR","forest","2012",-0.941608539858445
"733","CWT","herb",2012,"Oxalic","0","1",0,28,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,71.2,25,3.8,2.58,0.2,0.68,2.99,5.39,4.07,0.91,26.88,112.15,"CWT","herb","2012",-0.385662480811985
"734","CWT","forest",2012,"Oxalic","0","1",0,28,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,63.8,26.4,9.8,7.61,0.37,0.55,2.53,4.49,32.36,0.775,24.36,77.67,"CWT","forest","2012",-0.59783700075562
"735","HBR","herb",2012,"Oxalic","0","1",0,28,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,79.4,16.8,3.8,5.19,0.36,0.54,2.22,4.09,81.28,0.975,32.39,153.25,"HBR","herb","2012",-0.616186139423817
"736","HBR","forest",2012,"Oxalic","0","1",0,28,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,93.2,4,2.8,15.53,0.84,10.76,19.39,4.61,24.55,5.7022,76.62,491.08,"HBR","forest","2012",2.37583555473364
"737","HETF","herb",2012,"Oxalic","0","1",0,28,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,95.4,0.8,3.8,10.4,0.7,0.37,1.74,5.48,3.31,1.3301,47.17,72.78,"HETF","herb","2012",-0.994252273343867
"738","HETF","forest",2012,"Oxalic","0","1",0,28,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,73.4,23.8,2.8,15.02,1.12,3.14,2.71,3.85,141.25,2.9885,65.27,237.43,"HETF","forest","2012",1.14422279992016
"739","HFR","herb",2012,"Oxalic","0","1",0,28,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,65.2,28.8,6,2.81,0.22,0.32,1.38,7.64,0.02,0.5311,16.83,38.63,"HFR","herb","2012",-1.13943428318836
"740","HFR","forest",2012,"Oxalic","0","1",0,28,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,NA,NA,NA,20.83,1.04,35.41,25,4.41,38.9,4.3283,64.88,420.81,"HFR","forest","2012",3.56699426612381
"741","KBS","herb",2012,"Oxalic","0","1",0,28,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,38.2,52,9.8,3.44,0.29,1.13,3.58,5.61,2.45,0.6803,20.23,110.82,"KBS","herb","2012",0.122217632724249
"742","KBS","forest",2012,"Oxalic","0","1",0,28,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,59.2,33.6,7.2,2.87,0.19,0.36,1.56,5.45,3.55,0.4855,15.59,57.98,"KBS","forest","2012",-1.02165124753198
"743","KNZ","herb",2012,"Oxalic","0","1",0,28,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,18.4,49.8,31.8,3.05,0.27,0.44,3.2,6.94,0.11,0.5525,8.31,42.06,"KNZ","herb","2012",-0.82098055206983
"744","KNZ","forest",2012,"Oxalic","0","1",0,28,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,64.2,23.2,12.6,10.46,0.82,0.13,3.39,7.91,0.01,0.8035,22.83,110.46,"KNZ","forest","2012",-2.04022082852655
"745","LUQ","herb",2012,"Oxalic","0","1",0,28,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,26.6,31.4,42,4.58,0.38,0.38,0.91,5.02,9.55,1.0972,48.9,54.56,"LUQ","herb","2012",-0.967584026261706
"746","LUQ","forest",2012,"Oxalic","0","1",0,28,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,24,31.8,44.2,6.1,0.45,0.29,1.05,4.69,20.42,1.449,54.18,36.77,"LUQ","forest","2012",-1.23787435600162
"747","NWT","herb",2012,"Oxalic","0","1",0,28,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,62,31.6,6.4,8.16,0.71,0.41,1.58,4.3,50.12,0.8758,31.63,89.42,"NWT","herb","2012",-0.891598119283784
"748","NWT","forest",2012,"Oxalic","0","1",0,28,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,46.8,38,15.2,14.2,0.89,5.04,2.83,4.64,22.91,2.5897,65.44,280.35,"NWT","forest","2012",1.61740608208328
"749","AND","herb",2012,"Glycine","0","0",1,28,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,71.8,26.8,1.4,10.1,0.77,1.66,2.53,5.13,7.41,1.228,39.83,151.39,"AND","herb","2012",0.506817602368452
"750","AND","forest",2012,"Glycine","0","0",1,28,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,79.8,18.2,1.8,12.58,0.47,1.74,2.52,4.85,14.13,2.0903,53.08,211.13,"AND","forest","2012",0.553885113226438
"751","BNZ","herb",2012,"Glycine","0","0",1,28,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,NA,NA,NA,10.18,0.64,0.35,0.38,4.79,16.22,0.4744,28.3,18.31,"BNZ","herb","2012",-1.04982212449868
"752","BNZ","forest",2012,"Glycine","0","0",1,28,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,23.8,68.4,7.8,5.16,0.31,0.39,0.91,5.78,1.66,0.3967,19.92,23.42,"BNZ","forest","2012",-0.941608539858445
"753","CDR","herb",2012,"Glycine","0","0",1,28,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,93.8,5.6,0.6,0.88,0.08,0.56,0.84,5.73,1.86,0.2988,4.11,20.13,"CDR","herb","2012",-0.579818495252942
"754","CDR","forest",2012,"Glycine","0","0",1,28,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,91.4,5.8,2.8,1.9,0.14,0.33,0.56,4.5,31.62,0.2916,7.86,18.08,"CDR","forest","2012",-1.10866262452161
"755","CWT","herb",2012,"Glycine","0","0",1,28,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,71.2,25,3.8,2.58,0.2,1.32,2.99,5.39,4.07,0.91,26.88,112.15,"CWT","herb","2012",0.27763173659828
"756","CWT","forest",2012,"Glycine","0","0",1,28,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,63.8,26.4,9.8,7.61,0.37,1.27,2.53,4.49,32.36,0.775,24.36,77.67,"CWT","forest","2012",0.2390169004705
"757","HBR","herb",2012,"Glycine","0","0",1,28,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,79.4,16.8,3.8,5.19,0.36,1.03,2.22,4.09,81.28,0.975,32.39,153.25,"HBR","herb","2012",0.0295588022415444
"758","HBR","forest",2012,"Glycine","0","0",1,28,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,93.2,4,2.8,15.53,0.84,21.82,19.39,4.61,24.55,5.7022,76.62,491.08,"HBR","forest","2012",3.08282698040492
"759","HETF","herb",2012,"Glycine","0","0",1,28,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,95.4,0.8,3.8,10.4,0.7,0.54,1.74,5.48,3.31,1.3301,47.17,72.78,"HETF","herb","2012",-0.616186139423817
"760","HETF","forest",2012,"Glycine","0","0",1,28,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,73.4,23.8,2.8,15.02,1.12,2.31,2.71,3.85,141.25,2.9885,65.27,237.43,"HETF","forest","2012",0.837247524533702
"761","HFR","herb",2012,"Glycine","0","0",1,28,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,65.2,28.8,6,2.81,0.22,0.76,1.38,7.64,0.02,0.5311,16.83,38.63,"HFR","herb","2012",-0.27443684570176
"762","HFR","forest",2012,"Glycine","0","0",1,28,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,NA,NA,NA,20.83,1.04,36.19,25,4.41,38.9,4.3283,64.88,420.81,"HFR","forest","2012",3.58878283757565
"763","KBS","herb",2012,"Glycine","0","0",1,28,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,38.2,52,9.8,3.44,0.29,1.86,3.58,5.61,2.45,0.6803,20.23,110.82,"KBS","herb","2012",0.62057648772511
"764","KBS","forest",2012,"Glycine","0","0",1,28,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,59.2,33.6,7.2,2.87,0.19,0.96,1.56,5.45,3.55,0.4855,15.59,57.98,"KBS","forest","2012",-0.0408219945202552
"765","KNZ","herb",2012,"Glycine","0","0",1,28,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,18.4,49.8,31.8,3.05,0.27,1.12,3.2,6.94,0.11,0.5525,8.31,42.06,"KNZ","herb","2012",0.113328685307003
"766","KNZ","forest",2012,"Glycine","0","0",1,28,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,64.2,23.2,12.6,10.46,0.82,1.8,3.39,7.91,0.01,0.8035,22.83,110.46,"KNZ","forest","2012",0.587786664902119
"767","LUQ","herb",2012,"Glycine","0","0",1,28,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,26.6,31.4,42,4.58,0.38,0.93,0.91,5.02,9.55,1.0972,48.9,54.56,"LUQ","herb","2012",-0.0725706928348354
"768","LUQ","forest",2012,"Glycine","0","0",1,28,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,24,31.8,44.2,6.1,0.45,0.66,1.05,4.69,20.42,1.449,54.18,36.77,"LUQ","forest","2012",-0.415515443961666
"769","NWT","herb",2012,"Glycine","0","0",1,28,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,62,31.6,6.4,8.16,0.71,0.68,1.58,4.3,50.12,0.8758,31.63,89.42,"NWT","herb","2012",-0.385662480811985
"770","NWT","forest",2012,"Glycine","0","0",1,28,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,46.8,38,15.2,14.2,0.89,1.98,2.83,4.64,22.91,2.5897,65.44,280.35,"NWT","forest","2012",0.683096844706444
